Name,Actions,Attention,AnxietyConfidence,BoredomFascination,FrustrationEuphoria,DispiritedEncouraged,TerrorEnchantment,Time
Silvia,6,49.37835,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,15.44109
Fernando,1,54.21906,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,15.44109
Pilar,6,40.888,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,15.4411
Raúl,3,41.7645,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,15.44111
Laura,6,37.01358,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,15.44112
Ana,1,65.99834,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,15.44113
Carlos,4,42.15032,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,15.44114
Carmen,7,66.68283,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,15.44114
Patricia,7,58.85353,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,15.44115
Miguel,3,67.38071,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,15.44116
Isabel,2,57.88667,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,15.44117
Javier,5,52.32494,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,15.44118
Mónica,8,55.51375,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,15.44119
Julia,5,49.95167,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,15.4412
David,1,68.52719,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,15.44121
Rocío,1,39.78072,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,15.44122
Álvaro,5,56.55791,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,15.44123
José,8,61.98934,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,15.44123
Roberto,5,64.67653,-0.8990989,-0.2466657,0.1798413,-0.04157761,-0.2672743,16.51884
Andrés,5,63.59963,0.07657626,-0.5027654,-0.1228815,-0.6042677,0.7967346,16.51885
Silvia,6,49.37186,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,16.51886
Fernando,1,54.1697,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,16.51887
Pilar,6,40.87817,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,16.51888
Raúl,3,41.75548,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,16.51888
Laura,6,37.00416,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,16.51896
Ana,1,65.94675,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,16.51896
Carlos,4,42.13752,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,16.51897
Carmen,7,66.67062,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,16.51898
Patricia,7,58.84103,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,16.51899
Miguel,3,67.36708,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,16.519
Isabel,2,57.8708,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,16.51901
Javier,5,52.30954,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,16.51901
Mónica,8,55.49812,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,16.51902
Julia,5,49.93513,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,16.51903
David,1,68.50821,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,16.51904
Rocío,1,39.76212,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,16.51904
Álvaro,5,56.53912,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,16.51906
José,8,61.9698,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,16.51906
Roberto,5,64.67653,-0.8990989,-0.2466657,0.1798413,-0.04157761,-0.2672743,17.52055
Andrés,5,63.59963,0.07657626,-0.5027654,-0.1228815,-0.6042677,0.7967346,17.52056
Silvia,6,49.37186,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,17.52057
Fernando,1,54.1697,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,17.52057
Pilar,6,40.87817,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,17.52058
Raúl,3,41.75548,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,17.52059
Laura,6,37.00416,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,17.5206
Ana,1,65.94675,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,17.52061
Carlos,4,42.13752,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,17.52061
Carmen,7,66.67062,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,17.52062
Patricia,7,58.84103,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,17.52063
Miguel,3,67.36708,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,17.52065
Isabel,2,57.8708,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,17.52065
Javier,5,52.30954,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,17.52066
Mónica,8,55.49812,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,17.52067
Julia,5,49.93513,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,17.52068
David,1,68.50821,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,17.52069
Rocío,1,39.76212,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,17.52069
Álvaro,5,56.53912,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,17.5207
José,8,61.9698,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,17.52072
Roberto,5,64.67653,-0.8990989,-0.2466657,0.1798413,-0.04157761,-0.2672743,18.52979
Andrés,5,63.59963,0.07657626,-0.5027654,-0.1228815,-0.6042677,0.7967346,18.5298
Silvia,6,49.37186,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,18.52981
Fernando,1,54.1697,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,18.52982
Pilar,6,40.87817,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,18.52983
Raúl,3,41.75548,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,18.52984
Laura,6,37.00416,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,18.52985
Ana,1,65.94675,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,18.52986
Carlos,4,42.13752,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,18.52986
Carmen,7,66.67062,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,18.52987
Patricia,7,58.84103,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,18.52988
Miguel,3,67.36708,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,18.52989
Isabel,2,57.8708,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,18.5299
Javier,5,52.30954,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,18.52991
Mónica,8,55.49812,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,18.52991
Julia,5,49.93513,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,18.52992
David,1,68.50821,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,18.53
Rocío,1,39.76212,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,18.53001
Álvaro,5,56.53912,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,18.53002
José,8,61.9698,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,18.53003
Roberto,5,64.62859,-0.8990989,-0.2466657,0.1798413,-0.04157761,-0.2672743,19.51733
Andrés,5,63.5938,0.07657626,-0.5027654,-0.1228815,-0.6042677,0.7967346,19.51735
Silvia,6,49.36538,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,19.51736
Fernando,1,54.12035,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,19.51736
Pilar,6,40.86834,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,19.51737
Raúl,3,41.74647,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,19.51738
Laura,6,36.99474,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,19.51739
Ana,1,65.89517,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,19.5174
Carlos,4,42.12471,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,19.5174
Carmen,7,66.65842,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,19.51742
Patricia,7,58.82853,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,19.51743
Miguel,3,67.35345,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,19.51744
Isabel,2,57.85493,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,19.51744
Javier,5,52.29414,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,19.51745
Mónica,8,55.48248,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,19.51746
Julia,5,49.9186,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,19.51747
David,1,68.48923,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,19.51747
Rocío,1,39.74352,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,19.51748
Álvaro,5,56.52032,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,19.51749
José,8,61.95026,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,19.5175
Roberto,5,64.62859,-0.8990989,-0.2466657,0.1798413,-0.04157761,-0.2672743,20.5286
Andrés,5,63.5938,0.07657626,-0.5027654,-0.1228815,-0.6042677,0.7967346,20.52861
Silvia,6,49.36538,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,20.52863
Fernando,1,54.12035,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,20.52864
Pilar,6,40.86834,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,20.52865
Raúl,3,41.74647,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,20.52866
Laura,6,36.99474,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,20.52866
Ana,1,65.89517,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,20.52867
Carlos,4,42.12471,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,20.52868
Carmen,7,66.65842,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,20.52869
Patricia,7,58.82853,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,20.52869
Miguel,3,67.35345,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,20.5287
Isabel,2,57.85493,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,20.52871
Javier,5,52.29414,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,20.52872
Mónica,8,55.48248,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,20.52873
Julia,5,49.9186,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,20.52874
David,1,68.48923,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,20.52875
Rocío,1,39.74352,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,20.52875
Álvaro,5,56.52032,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,20.52876
José,8,61.95026,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,20.52877
Roberto,5,64.58064,-0.8990989,-0.2466657,0.1798413,-0.04157761,-0.2672743,21.52838
Andrés,5,63.58797,0.07657626,-0.5027654,-0.1228815,-0.6042677,0.7967346,21.52839
Silvia,6,49.35889,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,21.5284
Fernando,1,54.071,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,21.52841
Pilar,6,40.85851,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,21.52842
Raúl,3,41.73745,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,21.52843
Laura,6,36.98531,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,21.52843
Ana,1,65.84359,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,21.52844
Carlos,4,42.11191,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,21.52848
Carmen,7,66.64621,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,21.52849
Patricia,7,58.81602,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,21.52849
Miguel,3,67.33981,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,21.5285
Isabel,2,57.83907,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,21.52851
Javier,5,52.27874,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,21.52852
Mónica,8,55.46685,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,21.52853
Julia,5,49.90206,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,21.52853
David,1,68.47025,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,21.52854
Rocío,1,39.72492,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,21.52855
Álvaro,5,56.50153,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,21.52856
José,8,61.93072,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,21.52856
Roberto,5,64.58064,-0.8990989,-0.2466657,0.1798413,-0.04157761,-0.2672743,22.52973
Andrés,5,63.58797,0.07657626,-0.5027654,-0.1228815,-0.6042677,0.7967346,22.52975
Silvia,6,49.35889,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,22.52976
Fernando,1,54.071,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,22.52977
Pilar,6,40.85851,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,22.52978
Raúl,3,41.73745,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,22.52979
Laura,6,36.98531,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,22.52979
Ana,1,65.84359,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,22.5298
Carlos,4,42.11191,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,22.52981
Carmen,7,66.64621,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,22.52982
Patricia,7,58.81602,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,22.52983
Miguel,3,67.33981,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,22.52983
Isabel,2,57.83907,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,22.52984
Javier,5,52.27874,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,22.52986
Mónica,8,55.46685,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,22.52987
Julia,5,49.90206,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,22.52987
David,1,68.47025,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,22.52988
Rocío,1,39.72492,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,22.52989
Álvaro,5,56.50153,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,22.5299
José,8,61.93072,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,22.52991
Roberto,5,64.58064,-0.8990989,-0.2466657,0.1798413,-0.04157761,-0.2672743,23.59216
Andrés,5,63.58797,0.07657626,-0.5027654,-0.1228815,-0.6042677,0.7967346,23.59218
Silvia,6,49.35889,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,23.59218
Fernando,1,54.071,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,23.59219
Pilar,6,40.85851,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,23.5922
Raúl,3,41.73745,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,23.59221
Laura,6,36.98531,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,23.59223
Ana,1,65.84359,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,23.59223
Carlos,4,42.11191,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,23.59224
Carmen,7,66.64621,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,23.59225
Patricia,7,58.81602,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,23.59226
Miguel,3,67.33981,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,23.59227
Isabel,2,57.83907,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,23.59227
Javier,5,52.27874,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,23.59228
Mónica,8,55.46685,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,23.59229
Julia,5,49.90206,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,23.5923
David,1,68.47025,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,23.59231
Rocío,1,39.72492,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,23.59231
Álvaro,5,56.50153,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,23.59235
José,8,61.93072,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,23.59235
Roberto,5,64.5327,-0.8990989,-0.2466657,0.1798413,-0.04157761,-0.2672743,24.59366
Andrés,5,63.58215,0.07657626,-0.5027654,-0.1228815,-0.6042677,0.7967346,24.59368
Silvia,6,49.35241,-0.4058535,-0.1309931,0.696518,0.6802101,0.6355743,24.59369
Fernando,1,54.02165,0.2231168,0.38196,-0.5871169,-0.5012684,-0.9642404,24.59369
Pilar,6,40.84868,-0.4302842,-0.119569,0.3745977,0.0943903,0.673638,24.5937
Raúl,3,41.72844,-0.4081907,-0.5305524,0.4356989,0.951391,0.6888175,24.59371
Laura,6,36.97589,-0.2773891,0.3716471,-0.2223268,0.9201636,0.4978917,24.59372
Ana,1,65.79201,-0.4323027,0.5406435,-0.5039896,-0.9354802,0.0145153,24.59373
Carlos,4,42.09911,-0.7589362,0.009405805,-0.5016645,-0.1315641,0.2809404,24.59373
Carmen,7,66.634,-0.3679666,0.4406952,0.5467041,-0.6100715,0.8206933,24.59374
Patricia,7,58.80352,0.9142835,0.3520384,-0.01660381,-0.5189698,0.7470298,24.59375
Miguel,3,67.32618,0.5526263,-0.5808341,-0.08328441,0.4377222,0.3454506,24.59377
Isabel,2,57.8232,0.3510906,0.5755614,-0.5054828,0.9026663,-0.7408713,24.59377
Javier,5,52.26334,-0.9968866,-0.5412276,0.3509479,-0.3779473,-0.8911132,24.59378
Mónica,8,55.45122,0.02974307,-0.3842451,-0.2891763,0.04419394,-0.9812813,24.59379
Julia,5,49.88552,-0.08560567,-0.5583622,-0.489116,-0.6039466,-0.08947726,24.5938
David,1,68.45126,-0.2011245,0.4563898,-0.5027279,-0.2118789,-0.3714859,24.59381
Rocío,1,39.70632,-0.03195343,0.5958921,0.0007160171,-0.9068377,0.4166326,24.59381
Álvaro,5,56.48274,-0.5063774,-0.8915107,-0.339084,-0.7732169,0.1051919,24.59382
José,8,61.91118,0.4878445,0.1010216,-0.9166376,0.1985892,0.5204076,24.59383
